CU_ID,CU_Name,Species,Year,SpnForAbd_Total,SpnForTrend_Total,SpnForAbd_Wild,SpnForTrend_Wild,Recruits_Wild,Recruits_Total,Abd_StartYr
SEL-06-16,Taseko_ES,Sockeye,1958,7513,4314,7513,4314,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1959,15078.048,7992,15078.048,7992,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1960,2518.5514,1486,2518.5514,1486,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1961,80,40,80,40,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1962,649,329,649,329,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1963,29387.986,16308,29387.986,16308,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1964,400.0487,225,400.0487,225,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1965,NA,20,NA,20,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1966,326.1367,178,326.1367,178,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1967,4856.4,2684,4856.4,2684,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1968,NA,762,NA,762,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1969,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1970,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1971,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1972,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1973,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1974,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1975,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1976,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1977,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1978,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1979,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1980,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1981,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1982,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1983,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1984,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1985,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1986,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1987,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1988,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1989,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1990,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1991,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1992,NA,NA,NA,NA,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1993,NA,79.5,NA,79.5,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1994,270,100,270,100,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1995,1840,1067,1840,1067,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1996,1451.184,770,1451.184,770,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1997,281.255,113,281.255,113,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1998,366.68,257,366.68,257,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,1999,1089.008,533,1089.008,533,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2000,3000,1738,3000,1738,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2001,1000,647,1000,647,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2002,1300,730,1300,730,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2003,380,155,380,155,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2004,320,249,320,249,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2005,520,260,520,260,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2006,2140,1383,2140,1383,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2007,233,85,233,85,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2008,46.17,16,46.17,16,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2009,40,20,40,20,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2010,673,355,673,355,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2011,874.848,447,874.848,447,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2012,100,40,100,40,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2013,121.1386,68,121.1386,68,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2014,107,54,107,54,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2015,917.77,482,917.77,482,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2016,164,82,164,82,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2017,20,10,20,10,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2018,70,35,70,35,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2019,NA,739,NA,739,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2020,60,30,60,30,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2021,1307,654,1307,654,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2022,1913,957,1913,957,NA,NA,1950
SEL-06-16,Taseko_ES,Sockeye,2023,1992,996,1992,996,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1950,559.0256,233,559.0256,233,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1951,653.5088,364,653.5088,364,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1952,1311,737,1311,737,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1953,1445.2608,690,1445.2608,690,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1954,985.9,686,985.9,686,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1955,98.42,49,98.42,49,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1956,919,460,919,460,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1957,1146.3072,561,1146.3072,561,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1958,653,327,653,327,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1959,615.78,296,615.78,296,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1960,400,300,400,300,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1961,1291,610,1291,610,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1962,595.8253,289,595.8253,289,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1963,349.117,166,349.117,166,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1964,652.08,345,652.08,345,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1965,256.575,151,256.575,151,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1966,822.7,452,822.7,452,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1967,993.01,533,993.01,533,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1968,1460.1216,739,1460.1216,739,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1969,715,318,715,318,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1970,361,158,361,158,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1971,394,245,394,245,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1972,293.1426,188,293.1426,188,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1973,409.1941,205,409.1941,205,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1974,1612.7424,723,1612.7424,723,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1975,911,566,911,566,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1976,1366,722,1366,722,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1977,417.6112,228,417.6112,228,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1978,1574,956,1574,956,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1979,599,374,599,374,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1980,386.0047,252,386.0047,252,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1981,572,275,572,275,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1982,466.6003,267,466.6003,267,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1983,922.5369,541,922.5369,541,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1984,266,189,266,189,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1985,801,315,801,315,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1986,1083.29,471,1083.29,471,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1987,1524.5258,665,1524.5258,665,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1988,2108.6808,1338,2108.6808,1338,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1989,391,168,391,168,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1990,0,267.5,0,267.5,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1991,634,340,634,340,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1992,92,50,92,50,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1993,NA,90.5,NA,90.5,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1994,151.3951,64,151.3951,64,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1995,106.6954,62,106.6954,62,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1996,75.2,24,75.2,24,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1997,30,13,30,13,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1998,56,18,56,18,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,1999,162,64,162,64,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2000,21.75,4,21.75,4,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2001,78.931,30,78.931,30,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2002,560.048,240,560.048,240,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2003,111.8374,56,111.8374,56,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2004,37.6908,12,37.6908,12,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2005,237.9048,102,237.9048,102,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2006,160.9452,69,160.9452,69,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2007,176,65,176,65,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2008,62.9935,36,62.9935,36,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2009,1522.3904,803,1522.3904,803,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2010,965.9755,448,965.9755,448,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2011,1525.4096,726,1525.4096,726,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2012,457.0354,228,457.0354,228,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2013,1636.1835,729,1636.1835,729,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2014,346.032,144,346.032,144,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2015,137,58,137,58,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2016,236,93,236,93,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2017,131.2716,83,131.2716,83,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2018,171,68,171,68,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2019,176,88,176,88,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2020,237.356,94,237.356,94,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2021,124,62,124,62,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2022,192.3375,66,192.3375,66,NA,NA,1950
SER-02,Widgeon_RT,Sockeye,2023,68,34,68,34,NA,NA,1950
SEL-03-01,Chilliwack_ES,Sockeye,2001,26822.9004,13441,26822.9004,13441,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2002,3827.465,2157,3827.465,2157,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2003,4920.0448,2879,4920.0448,2879,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2004,39990.9456,20387,39990.9456,20387,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2005,3397.67,1970,3397.67,1970,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2006,1045.9895,565,1045.9895,565,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2007,1923.1455,1071,1923.1455,1071,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2008,40412.2242,19718,40412.2242,19718,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2009,5497.5392,2355,5497.5392,2355,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2010,2728.6575,1501,2728.6575,1501,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2011,4461.5319,2466,4461.5319,2466,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2012,122110.7044,78730,122110.7044,78730,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2013,11477.9264,5433,11477.9264,5433,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2014,3267.455,1744,3267.455,1744,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2015,5575.6118,2966,5575.6118,2966,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2016,52715.2824,30112,52715.2824,30112,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2017,6525.4058,2536,6525.4058,2536,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2018,1910.4333,975,1910.4333,975,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2019,1347,619,1347,619,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2020,31565.3358,19240,31565.3358,19240,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2021,1791.8758,878,1791.8758,878,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2022,3566,1886,3566,1886,NA,NA,2001
SEL-03-01,Chilliwack_ES,Sockeye,2023,4657.4609,2742,4657.4609,2742,NA,NA,2001
SEL-06-14,Takla_Trem_EStu,Sockeye,1950,53009.3416,26674.9779,53009.3416,26674.9779,241087,241087,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1951,52776.2654,29925.5785,52776.2654,29925.5785,173645,173645,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1952,28035.5054,15685.678,28035.5054,15685.678,88572,88572,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1953,136795.8556,74127,136795.8556,74127,540597,540597,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1954,34423.3397,18008,34423.3397,18008,155482,155482,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1955,2044.62,1394.4731,2044.62,1394.4731,27456,27456,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1956,24678.9572,18187.5294,24678.9572,18187.5294,107428,107428,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1957,231329.7416,111850,231329.7416,111850,1219035,1219035,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1958,37300.4296,21961,37300.4296,21961,102352,102352,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1959,2587.2454,1305.7052,2587.2454,1305.7052,20835,20835,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1960,12407.0514,7376.6968,12407.0514,7376.6968,74127,74127,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1961,159481.9061,86356.1746,159481.9061,86356.1746,254331,254331,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1962,25398.8008,14104.7759,25398.8008,14104.7759,73653,73653,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1963,4107.466,2590.3475,4107.466,2590.3475,92222,92222,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1964,2320.213,1300.7011,2320.213,1300.7011,38889,38889,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1965,18575.9928,11172,18575.9928,11172,416779,416779,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1966,10081.1057,6084.6313,10081.1057,6084.6313,83040,83040,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1967,19944.3878,11168.7549,19944.3878,11168.7549,339270,339270,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1968,1345.558,792,1345.558,792,10412,10412,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1969,89437.5871,48042,89437.5871,48042,1370633,1370633,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1970,28190.0871,15685,28190.0871,15685,179544,179544,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1971,85376.6471,45133,85376.6471,45133,430503,430503,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1972,4220.1577,2253,4220.1577,2253,32207,32207,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1973,295836.4121,149756,295836.4121,149756,1346407,1346407,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1974,38005.6221,21493,38005.6221,21493,143525,143525,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1975,52058.917,25580,52058.917,25580,222859,222859,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1976,11442.4227,6757.1858,11442.4227,6757.1858,31834,31834,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1977,86808.7586,51966,86808.7586,51966,761122,761122,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1978,35783.4589,19744,35783.4589,19744,72650,72650,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1979,69280.2434,35300,69280.2434,35300,107696,107696,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1980,12613.8454,7331,12613.8454,7331,63491,63491,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1981,123167.6271,70675,123167.6271,70675,350095,350095,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1982,3751.3149,2157,3751.3149,2157,27803,27803,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1983,20425.6305,13264.3962,20425.6305,13264.3962,187709,187709,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1984,40193.4745,22002.8094,40193.4745,22002.8094,239403,239403,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1985,215689.2901,116680,215689.2901,116680,1205936,1205936,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1986,27347.6385,15137,27347.6385,15137,145883,145883,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1987,135216.5766,71991.2471,135216.5766,71991.2471,525912,525912,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1988,173944.986,77898,173944.986,77898,379236,379236,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1989,365822.0339,207133.8564,365822.0339,207133.8564,1137681,1137681,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1990,93458.675,45420.7664,93458.675,45420.7664,166084,166084,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1991,138499.1873,79623,138499.1873,79623,143773,143773,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1992,58462.4067,35751.4759,58462.4067,35751.4759,100366,100366,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1993,679754.8169,379362,679754.8169,379362,1813936,1813936,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1994,26898.5072,14434,26898.5072,14434,29024,29024,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1995,108242.0267,54925,108242.0267,54925,189580,189580,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1996,83541.9385,37811,83541.9385,37811,464146,464146,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1997,217302.4682,68896,217302.4682,68896,147370,147370,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1998,18351.2226,9222,18351.2226,9222,28690,28690,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,1999,21476.7067,7842,21476.7067,7842,30566,30566,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2000,79823.9814,30214,79823.9814,30214,135874,135874,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2001,158475.9838,76644,158475.9838,76644,252001,252001,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2002,23767.44,12197,23767.44,12197,24566,24566,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2003,12724.2003,6770,12724.2003,6770,10019,10019,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2004,9072.5738,4935,9072.5738,4935,37464,37464,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2005,97586.7407,48001,97586.7407,48001,83971,83971,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2006,32019.2581,15602,32019.2581,15602,108697,108697,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2007,4581.9417,2360,4581.9417,2360,12675,12675,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2008,26230.6214,14026,26230.6214,14026,192957,192957,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2009,42994.8532,21345,42994.8532,21345,190930,190930,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2010,55361.4083,36082.2677,55361.4083,36082.2677,136228,136228,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2011,611.4289,233,611.4289,233,2493,2493,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2012,19860.8188,6754,19860.8188,6754,19730,19730,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2013,75337.4659,38609,75337.4659,38609,26887,26887,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2014,45454.4684,22939,45454.4684,22939,110462,110462,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2015,7579.3157,4017,7579.3157,4017,5269,5269,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2016,6791.3794,3637,6791.3794,3637,18839,18839,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2017,12870.1013,7126,12870.1013,7126,82332,82332,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2018,39676.7937,21336,39676.7937,21336,239542,239542,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2019,89,46,89,46,1242,1242,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2020,30,14,30,14,193,193,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2021,47357.1879,25767,47357.1879,25767,NA,NA,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2022,18898.9217,5068,18898.9217,5068,NA,NA,1950
SEL-06-14,Takla_Trem_EStu,Sockeye,2023,8014.3422,3970,8014.3422,3970,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1950,0,NA,0,NA,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1951,0,NA,0,NA,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1952,6928.6,NA,6928.6,NA,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1953,57.942,NA,57.942,NA,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1954,35.235,18,35.235,18,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1955,60.291,31,60.291,31,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1956,7405.7202,4147,7405.7202,4147,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1957,856.0728,429,856.0728,429,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1958,61,31,61,31,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1959,582,370,582,370,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1960,4795.918,2772,4795.918,2772,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1961,240.312,120,240.312,120,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1962,113.5737,68,113.5737,68,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1963,1941.336,1068,1941.336,1068,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1964,18387.408,8206,18387.408,8206,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1965,1451.1996,941,1451.1996,941,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1966,49.4585,30,49.4585,30,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1967,701.008,351,701.008,351,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1968,6639.7137,3834,6639.7137,3834,78774,78774,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1969,551.3343,360,551.3343,360,3724,3724,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1970,34.125,14,34.125,14,154,154,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1971,164.6946,115,164.6946,115,7721,7721,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1972,5528.1779,3128,5528.1779,3128,128433,128433,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1973,635.2395,351,635.2395,351,13241,13241,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1974,55.349,37,55.349,37,1413,1413,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1975,1740.196,1246,1740.196,1246,15888,15888,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1976,14496.2313,8820,14496.2313,8820,70185,70185,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1977,1938.9807,1174,1938.9807,1174,20020,20020,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1978,193.9935,129,193.9935,129,1058,1058,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1979,2368.9204,1649,2368.9204,1649,15902,15902,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1980,18533.6758,11032,18533.6758,11032,77848,77848,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1981,3384.4458,1907,3384.4458,1907,17352,17352,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1982,713.8658,439,713.8658,439,6340,6340,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1983,4968.3743,3055,4968.3743,3055,26556,26556,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1984,16893.1602,9148,16893.1602,9148,136133,136133,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1985,3396.0808,2032,3396.0808,2032,125622,125622,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1986,3072.502,1880,3072.502,1880,21000,21000,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1987,6836.9688,4105,6836.9688,4105,26150,26150,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1988,34690.5174,17841,34690.5174,17841,309753,309753,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1989,15072.4537,9795,15072.4537,9795,47315,47315,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1990,4918.2313,3304,4918.2313,3304,14784,14784,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1991,7567.2104,4618,7567.2104,4618,20443,20443,1950
