CU_ID,CU_Name,Species,Year,SpnForAbd_Total,SpnForTrend_Total,SpnForAbd_Wild,SpnForTrend_Wild,Recruits_Wild,Recruits_Total,Abd_StartYr
SEL-06-01,Anderson_Seton_ES,Sockeye,1992,15947.895,9224,15947.895,9224,183794,183794,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1993,13923.0828,8780,13923.0828,8780,66967,66967,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1994,2648.9826,1706,2648.9826,1706,33549,33549,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1995,7058.923,4533,7058.923,4533,21489,21489,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1996,24969.5006,14139,24969.5006,14139,197587,197587,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1997,3765.0633,1877,3765.0633,1877,12667,12667,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1998,4408.4784,2442,4408.4784,2442,4404,4404,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,1999,2620.763,1765,2620.763,1765,40134,40134,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2000,36652.6206,16571,36652.6206,16571,91378,91378,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2001,6295.1112,4007,6295.1112,4007,49931,49931,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2002,1838.2586,1144,1838.2586,1144,11739,11739,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2003,8109.6966,5036,8109.6966,5036,4548,4548,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2004,8377.1786,5483,8377.1786,5483,48974,48974,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2005,13616.82,8851,13616.82,8851,14910,14910,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2006,2055.4736,1456,2055.4736,1456,38495,38495,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2007,1931.58,1079,1931.58,1079,107653,107653,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2008,3424.6104,1752,3424.6104,1752,77315,77315,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2009,8858.5904,5274,8858.5904,5274,117431,117431,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2010,10560.0668,5903,10560.0668,5903,37201,37201,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2011,40665.2977,26433,40665.2977,26433,34335,34335,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2012,10713.6012,6899,10713.6012,6899,22680,22680,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2013,44132.8635,23004,44132.8635,23004,13149,13149,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2014,13454.8362,8456,13454.8362,8456,9679,9679,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2015,16945.4501,9643,16945.4501,9643,13329,13329,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2016,6316.147,3535,6316.147,3535,9216,9216,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2017,5941.7459,3204,5941.7459,3204,31163,31163,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2018,2635.062,1573,2635.062,1573,4782,4782,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2019,9473.0586,4943,9473.0586,4943,42066,42066,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2020,5911.623,3274,5911.623,3274,13716,13716,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2021,31375.7986,15405,31375.7986,15405,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2022,2385.276,1296,2385.276,1296,NA,NA,1950
SEL-06-01,Anderson_Seton_ES,Sockeye,2023,17128.4556,8467,17128.4556,8467,NA,NA,1950
SEL-10-01,Kamloops_ES,Sockeye,1950,3597.1268,1917,3597.1268,1917,45539,45539,1950
SEL-10-01,Kamloops_ES,Sockeye,1951,6770.2656,3364,6770.2656,3364,47645,47645,1950
SEL-10-01,Kamloops_ES,Sockeye,1952,10354.071,5116,10354.071,5116,51177,51177,1950
SEL-10-01,Kamloops_ES,Sockeye,1953,6259.968,3600,6259.968,3600,32124,32124,1950
SEL-10-01,Kamloops_ES,Sockeye,1954,9918.084,5352,9918.084,5352,50257,50257,1950
SEL-10-01,Kamloops_ES,Sockeye,1955,4657.443,2905,4657.443,2905,60357,60357,1950
SEL-10-01,Kamloops_ES,Sockeye,1956,8476.706,5179,8476.706,5179,25364,25364,1950
SEL-10-01,Kamloops_ES,Sockeye,1957,6811.98,3314,6811.98,3314,20943,20943,1950
SEL-10-01,Kamloops_ES,Sockeye,1958,10111.86,6235,10111.86,6235,23103,23103,1950
SEL-10-01,Kamloops_ES,Sockeye,1959,9825.083,5232,9825.083,5232,23584,23584,1950
SEL-10-01,Kamloops_ES,Sockeye,1960,5242.863,2252,5242.863,2252,16764,16764,1950
SEL-10-01,Kamloops_ES,Sockeye,1961,5477.043,3014,5477.043,3014,24293,24293,1950
SEL-10-01,Kamloops_ES,Sockeye,1962,7212.5562,4197,7212.5562,4197,40549,40549,1950
SEL-10-01,Kamloops_ES,Sockeye,1963,4931.944,2693,4931.944,2693,9355,9355,1950
SEL-10-01,Kamloops_ES,Sockeye,1964,4959.566,2666,4959.566,2666,48511,48511,1950
SEL-10-01,Kamloops_ES,Sockeye,1965,4327.4592,2669,4327.4592,2669,20553,20553,1950
SEL-10-01,Kamloops_ES,Sockeye,1966,5492.8468,2666,5492.8468,2666,23219,23219,1950
SEL-10-01,Kamloops_ES,Sockeye,1967,641.0348,358,641.0348,358,9621,9621,1950
SEL-10-01,Kamloops_ES,Sockeye,1968,7506.592,3455,7506.592,3455,106299,106299,1950
SEL-10-01,Kamloops_ES,Sockeye,1969,4851.5194,2577,4851.5194,2577,13989,13989,1950
SEL-10-01,Kamloops_ES,Sockeye,1970,2206.459,1205,2206.459,1205,8823,8823,1950
SEL-10-01,Kamloops_ES,Sockeye,1971,422.127,223,422.127,223,11686,11686,1950
SEL-10-01,Kamloops_ES,Sockeye,1972,7916.9968,4507,7916.9968,4507,57734,57734,1950
SEL-10-01,Kamloops_ES,Sockeye,1973,2425.7732,1345,2425.7732,1345,9339,9339,1950
SEL-10-01,Kamloops_ES,Sockeye,1974,2342.7273,1479,2342.7273,1479,12017,12017,1950
SEL-10-01,Kamloops_ES,Sockeye,1975,2542.2096,1391,2542.2096,1391,6429,6429,1950
SEL-10-01,Kamloops_ES,Sockeye,1976,8628.607,3976,8628.607,3976,19870,19870,1950
SEL-10-01,Kamloops_ES,Sockeye,1977,359.8961,198,359.8961,198,5917,5917,1950
SEL-10-01,Kamloops_ES,Sockeye,1978,2493,1343,2493,1343,18450,18450,1950
SEL-10-01,Kamloops_ES,Sockeye,1979,1472.8524,693,1472.8524,693,3039,3039,1950
SEL-10-01,Kamloops_ES,Sockeye,1980,5118.9264,2056,5118.9264,2056,51611,51611,1950
SEL-10-01,Kamloops_ES,Sockeye,1981,639.2045,312,639.2045,312,8610,8610,1950
SEL-10-01,Kamloops_ES,Sockeye,1982,2992,1533,2992,1533,3742,3742,1950
SEL-10-01,Kamloops_ES,Sockeye,1983,2780,1821,2780,1821,4051,4051,1950
SEL-10-01,Kamloops_ES,Sockeye,1984,14408.0214,6701,14408.0214,6701,46730,46730,1950
SEL-10-01,Kamloops_ES,Sockeye,1985,3265.4688,1922,3265.4688,1922,4421,4421,1950
SEL-10-01,Kamloops_ES,Sockeye,1986,2041.5775,1080,2041.5775,1080,3013,3013,1950
SEL-10-01,Kamloops_ES,Sockeye,1987,1387.4632,723,1387.4632,723,3820,3820,1950
SEL-10-01,Kamloops_ES,Sockeye,1988,19013.2878,9207,19013.2878,9207,50087,50087,1950
SEL-10-01,Kamloops_ES,Sockeye,1989,1634.9769,925,1634.9769,925,11292,11292,1950
SEL-10-01,Kamloops_ES,Sockeye,1990,630,412,630,412,2544,2544,1950
SEL-10-01,Kamloops_ES,Sockeye,1991,464,264,464,264,1461,1461,1950
SEL-10-01,Kamloops_ES,Sockeye,1992,8224.4696,4112,8224.4696,4112,67345,67345,1950
SEL-10-01,Kamloops_ES,Sockeye,1993,5036.4013,2934,5036.4013,2934,33113,33113,1950
SEL-10-01,Kamloops_ES,Sockeye,1994,1641.4656,800,1641.4656,800,27483,27483,1950
SEL-10-01,Kamloops_ES,Sockeye,1995,1021.28,682,1021.28,682,27229,27229,1950
SEL-10-01,Kamloops_ES,Sockeye,1996,39612.5184,21381,39612.5184,21381,111999,111999,1950
SEL-10-01,Kamloops_ES,Sockeye,1997,5024.2878,2367,5024.2878,2367,51264,51264,1950
SEL-10-01,Kamloops_ES,Sockeye,1998,6746.6854,3585,6746.6854,3585,16230,16230,1950
SEL-10-01,Kamloops_ES,Sockeye,1999,6676.1114,3499,6676.1114,3499,61057,61057,1950
SEL-10-01,Kamloops_ES,Sockeye,2000,57395.6136,27668,57395.6136,27668,115343,115343,1950
SEL-10-01,Kamloops_ES,Sockeye,2001,30015.1528,16025,30015.1528,16025,95700,95700,1950
SEL-10-01,Kamloops_ES,Sockeye,2002,17755.4754,8402,17755.4754,8402,42788,42788,1950
SEL-10-01,Kamloops_ES,Sockeye,2003,9458.684,4890,9458.684,4890,8369,8369,1950
SEL-10-01,Kamloops_ES,Sockeye,2004,5580.1395,3244,5580.1395,3244,47985,47985,1950
SEL-10-01,Kamloops_ES,Sockeye,2005,26400.4424,16967,26400.4424,16967,8895,8895,1950
SEL-10-01,Kamloops_ES,Sockeye,2006,5977.6539,3442,5977.6539,3442,16829,16829,1950
SEL-10-01,Kamloops_ES,Sockeye,2007,13813.3272,8064,13813.3272,8064,10715,10715,1950
SEL-10-01,Kamloops_ES,Sockeye,2008,7285.2406,3562,7285.2406,3562,18576,18576,1950
SEL-10-01,Kamloops_ES,Sockeye,2009,11098.2984,6039,11098.2984,6039,35109,35109,1950
SEL-10-01,Kamloops_ES,Sockeye,2010,4607.1,2389,4607.1,2389,43534,43534,1950
SEL-10-01,Kamloops_ES,Sockeye,2011,8054.4556,4430,8054.4556,4430,23260,23260,1950
SEL-10-01,Kamloops_ES,Sockeye,2012,3217.9651,1710,3217.9651,1710,21033,21033,1950
SEL-10-01,Kamloops_ES,Sockeye,2013,15834.4032,9045,15834.4032,9045,5307,5307,1950
SEL-10-01,Kamloops_ES,Sockeye,2014,16656.1734,9471,16656.1734,9471,12122,12122,1950
SEL-10-01,Kamloops_ES,Sockeye,2015,15591.6448,8794,15591.6448,8794,1612,1612,1950
SEL-10-01,Kamloops_ES,Sockeye,2016,6662.6166,3753,6662.6166,3753,8342,8342,1950
SEL-10-01,Kamloops_ES,Sockeye,2017,3933.436,2269,3933.436,2269,6667,6667,1950
SEL-10-01,Kamloops_ES,Sockeye,2018,3361.484,1756,3361.484,1756,6253,6253,1950
SEL-10-01,Kamloops_ES,Sockeye,2019,609.5293,362,609.5293,362,10374,10374,1950
SEL-10-01,Kamloops_ES,Sockeye,2020,4959.7973,2722,4959.7973,2722,12479,12479,1950
SEL-10-01,Kamloops_ES,Sockeye,2021,3288.425,1555,3288.425,1555,NA,NA,1950
SEL-10-01,Kamloops_ES,Sockeye,2022,3667.112,1781,3667.112,1781,NA,NA,1950
SEL-10-01,Kamloops_ES,Sockeye,2023,10508.125,5522,10508.125,5522,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1950,10316.49,4716,10316.49,4716,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1951,22758.656,11504,22758.656,11504,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1952,5462.182,2790,5462.182,2790,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1953,6559.1204,3687,6559.1204,3687,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1954,24159.6048,12463,24159.6048,12463,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1955,8773.638,5178,8773.638,5178,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1956,2450.69,1110,2450.69,1110,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1957,12825.46,8319,12825.46,8319,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1958,77665.661,44285,77665.661,44285,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1959,52257.69,25473,52257.69,25473,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1960,2901,1862,2901,1862,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1961,3845.29,2252,3845.29,2252,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1962,49856.382,27412,49856.382,27412,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1963,49942.838,26742,49942.838,26742,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1964,2712.06,1321,2712.06,1321,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1965,7426.892,3327,7426.892,3327,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1966,26332.8456,13179,26332.8456,13179,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1967,12505.896,7264,12505.896,7264,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1968,3697.913,2064,3697.913,2064,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1969,9079.805,4593,9079.805,4593,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1970,8447.4456,3745,8447.4456,3745,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1971,17334.508,9463,17334.508,9463,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1972,2751.564,1418,2751.564,1418,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1973,8715.6337,4116,8715.6337,4116,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1974,44562.747,25371,44562.747,25371,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1975,36570.204,15756,36570.204,15756,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1976,8304.138,4918,8304.138,4918,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1977,17674.0389,9585,17674.0389,9585,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1978,64522.4968,31848,64522.4968,31848,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1979,48132.5172,24866,48132.5172,24866,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1980,8134.3249,4678,8134.3249,4678,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1981,28359.1026,12241,28359.1026,12241,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1982,67366.2713,29763,67366.2713,29763,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1983,29753.7914,14147,29753.7914,14147,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1984,17569.6298,9413,17569.6298,9413,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1985,8900.742,4120,8900.742,4120,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1986,151082.8052,68316,151082.8052,68316,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1987,81760.6169,42228,81760.6169,42228,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1988,17496.3135,8712,17496.3135,8712,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1989,12743,6792,12743,6792,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1990,348904.7335,142645,348904.7335,142645,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1991,126970.47,60797,126970.47,60797,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1992,7875.7932,4971,7875.7932,4971,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1993,18299.9533,8209,18299.9533,8209,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1994,131126.024,45863,131126.024,45863,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1995,62531.4143,31711,62531.4143,31711,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1996,24810.7853,11795,24810.7853,11795,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1997,4681.7191,2251,4681.7191,2251,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1998,66878.7298,31549,66878.7298,31549,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,1999,22364.7593,12106,22364.7593,12106,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2000,28490.1433,13592,28490.1433,13592,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2001,9032.0959,5079,9032.0959,5079,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2002,211677.0321,105840,211677.0321,105840,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2003,36367.424,20960,36367.424,20960,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2004,2087.2566,1194,2087.2566,1194,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2005,7734.7809,5012,7734.7809,5012,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2006,231140.7529,130518,231140.7529,130518,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2007,17444.1324,10663,17444.1324,10663,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2008,892.5816,450,892.5816,450,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2009,9758.8616,5758,9758.8616,5758,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2010,974989.8623,561401,974989.8623,561401,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2011,37806.2074,20445,37806.2074,20445,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2012,1596.6896,908,1596.6896,908,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2013,44223.5414,24840,44223.5414,24840,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2014,231789.6533,126175,231789.6533,126175,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2015,14173.7719,7495,14173.7719,7495,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2016,1196.694,646,1196.694,646,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2017,8020.6703,4033,8020.6703,4033,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2018,182167.224,91609,182167.224,91609,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2019,2807.6815,1674,2807.6815,1674,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2020,2085.816,979,2085.816,979,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2021,22130.0935,12314,22130.0935,12314,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2022,79625.4205,36440,79625.4205,36440,NA,NA,1950
SEL-09-02,Shuswap_ES,Sockeye,2023,11298.3579,6850,11298.3579,6850,NA,NA,1950
SEL-06-13,Takla_Trem_S_S,Sockeye,1953,171530.4884,NA,171530.4884,NA,1549542,1549542,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1954,5392.184,2687,5392.184,2687,137815,137815,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1955,7209.7474,3274,7209.7474,3274,51316,51316,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1956,831.4691,428,831.4691,428,46102,46102,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1957,507828.1986,296397,507828.1986,296397,1329010,1329010,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1958,23619,12531,23619,12531,54005,54005,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1959,8042.5604,4090,8042.5604,4090,7325,7325,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1960,2315.386,1307,2315.386,1307,9590,9590,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1961,321959.8759,194160,321959.8759,194160,777920,777920,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1962,15718.3703,9006,15718.3703,9006,45024,45024,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1963,2423.938,1092,2423.938,1092,12024,12024,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1964,1816,824,1816,824,3041,3041,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1965,201470.2318,122780,201470.2318,122780,1124200,1124200,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1966,7963.095,4124,7963.095,4124,73805,73805,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1967,1547.65,897,1547.65,897,16332,16332,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1968,354.6425,179,354.6425,179,31299,31299,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1969,194968.2495,113877,194968.2495,113877,1622780,1622780,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1970,14700.5364,8027,14700.5364,8027,70520,70520,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1971,1427.8829,707,1427.8829,707,65527,65527,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1972,7341,3375,7341,3375,18766,18766,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1973,206307.4798,115565,206307.4798,115565,663965,663965,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1974,13877.82,7371,13877.82,7371,49861,49861,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1975,11263.6764,5679,11263.6764,5679,214575,214575,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1976,2816.5662,1674,2816.5662,1674,3339,3339,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1977,143746.351,74722,143746.351,74722,1357637,1357637,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1978,12738,7075,12738,7075,78748,78748,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1979,31918,16357,31918,16357,6854,6854,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1980,551.8018,287,551.8018,287,21440,21440,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1981,229524.2273,118846,229524.2273,118846,2033901,2033901,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1982,16758,8612,16758,8612,60796,60796,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1983,2246,1423,2246,1423,17912,17912,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1984,1228,658.5811,1228,658.5811,14522,14522,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1985,265383.7004,158893,265383.7004,158893,3499874,3499874,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1986,26805.4525,14775,26805.4525,14775,816297,816297,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1987,5315.2722,2138,5315.2722,2138,379087,379087,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1988,7074.6866,3433,7074.6866,3433,207234,207234,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1989,572040.4323,323118,572040.4323,323118,5306868,5306868,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1990,188806.6289,109845,188806.6289,109845,389339,389339,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1991,76860,38598,76860,38598,109227,109227,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1992,19513,11454,19513,11454,135399,135399,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1993,1799182.291,1173510,1799182.291,1173510,3760174,3760174,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1994,74890.6374,39638,74890.6374,39638,115440,115440,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1995,34362,16610,34362,16610,132088,132088,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1996,53425.299,27069,53425.299,27069,1022393,1022393,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1997,795952.7364,406868,795952.7364,406868,430814,430814,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1998,136116.8757,67035,136116.8757,67035,276950,276950,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,1999,59398.5622,31925,59398.5622,31925,133599,133599,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2000,441006.0838,216738,441006.0838,216738,911116,911116,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2001,338434.2462,173757,338434.2462,173757,505314,505314,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2002,34367.9609,15521,34367.9609,15521,125932,125932,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2003,36558.7948,16592,36558.7948,16592,21772,21772,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2004,83286.0633,46524,83286.0633,46524,282698,282698,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2005,292825.7285,151169,292825.7285,151169,119496,119496,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2006,27101.5262,12913,27101.5262,12913,173596,173596,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2007,8071.4073,3200,8071.4073,3200,13720,13720,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2008,115311.4282,53207,115311.4282,53207,190246,190246,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2009,85847.053,40186,85847.053,40186,247185,247185,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2010,73728.6559,43261,73728.6559,43261,319951,319951,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2011,2027.4782,714,2027.4782,714,3937,3937,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2012,57778.2409,29414,57778.2409,29414,33669,33669,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2013,130426.8585,68730,130426.8585,68730,234216,234216,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2014,48116.7449,27304,48116.7449,27304,326843,326843,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2015,10942.6788,4286,10942.6788,4286,9565,9565,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2016,9375.0162,4200,9375.0162,4200,11511,11511,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2017,142409.0804,78391,142409.0804,78391,496766,496766,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2018,111455.4798,66987,111455.4798,66987,211004,211004,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2019,5801,2985,5801,2985,30216,30216,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2020,4684.4033,2097,4684.4033,2097,38313,38313,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2021,379351.1715,188067,379351.1715,188067,NA,NA,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2022,87161.9754,40739,87161.9754,40739,NA,NA,1953
SEL-06-13,Takla_Trem_S_S,Sockeye,2023,19693.0739,10593,19693.0739,10593,NA,NA,1953
SEL-06-10,Quesnel_S,Sockeye,1950,378.75,264,378.75,264,2014,2014,1950
SEL-06-10,Quesnel_S,Sockeye,1951,19.6,9,19.6,9,413,413,1950
SEL-06-10,Quesnel_S,Sockeye,1952,102.7272,51,102.7272,51,562,562,1950
SEL-06-10,Quesnel_S,Sockeye,1953,83171.2019,47564,83171.2019,47564,604343,604343,1950
SEL-06-10,Quesnel_S,Sockeye,1954,291.602,146,291.602,146,10692,10692,1950
SEL-06-10,Quesnel_S,Sockeye,1955,59.85,30,59.85,30,180,180,1950
SEL-06-10,Quesnel_S,Sockeye,1956,77.3,39,77.3,39,1115,1115,1950
SEL-06-10,Quesnel_S,Sockeye,1957,212483.65,132852,212483.65,132852,989724,989724,1950
SEL-06-10,Quesnel_S,Sockeye,1958,1834.456,1269,1834.456,1269,3385,3385,1950
SEL-06-10,Quesnel_S,Sockeye,1959,62.55,29,62.55,29,165,165,1950
SEL-06-10,Quesnel_S,Sockeye,1960,218.659,123,218.659,123,1469,1469,1950
SEL-06-10,Quesnel_S,Sockeye,1961,115055.5166,69950,115055.5166,69950,1196316,1196316,1950
